"estimator","log_output","estimate","point_low","point_high","uniform_low","uniform_high"
"Factor fixed effects",4.52669901531575,-0.0448296965691648,-0.0828916279229755,-0.00676776521535401,-0.0949850671692072,0.00532567403087768
"Factor fixed effects",4.52870231245173,-0.0436571893249028,-0.0811149437911374,-0.00619943485866818,-0.0930164175688815,0.00570203891907585
"Factor fixed effects",4.53070560958771,-0.0424859455004008,-0.0793538513222044,-0.00561803967859716,-0.0910679121523607,0.00609602115155916
"Factor fixed effects",4.53270890672369,-0.041316012119321,-0.07760822146444,-0.00502380277420193,-0.0891393659233713,0.00650734168472937
"Factor fixed effects",4.53471220385967,-0.0401474362053251,-0.075877917676535,-0.00441695473411526,-0.0872305840164006,0.00693571160575037
"Factor fixed effects",4.53671550099565,-0.0389802647820766,-0.0741627950166133,-0.00379773454753998,-0.0853413604962517,0.00738083093209851
"Factor fixed effects",4.53871879813162,-0.0378145448732373,-0.0724626998296615,-0.00316638991681299,-0.083471477946161,0.00784238819968651
"Factor fixed effects",4.5407220952676,-0.0366503235024688,-0.0707774701033768,-0.00252317690156088,-0.0816207079367087,0.00832006093177102
"Factor fixed effects",4.54272539240358,-0.0354876712510037,-0.0691069653143736,-0.00186837718763379,-0.0797888428701182,0.00881350036811079
"Factor fixed effects",4.54472868953956,-0.0343270040314749,-0.0674514622396799,-0.00120254582326992,-0.0779761153157819,0.00932210725283208
"Factor fixed effects",4.54673198667554,-0.0331689999784658,-0.0658115586393088,-0.000526441317622896,-0.0761830974962548,0.00984509753932307
"Factor fixed effects",4.54873528381152,-0.0320143437662874,-0.0641878605615515,0.000159173028976625,-0.0744103704779376,0.0103816829453628
"Factor fixed effects",4.5507385809475,-0.030863720069252,-0.0625809720439453,0.000853531905441351,-0.0726585126775993,0.0109310725390953
"Factor fixed effects",4.55274187808348,-0.0297178135616704,-0.0609914934739475,0.00155586635060672,-0.0709280977021865,0.0114924705788457
"Factor fixed effects",4.55474517521946,-0.0285772937825268,-0.0594199806631403,0.00226539309808657,-0.0692196452286091,0.0120650576635554
"Factor fixed effects",4.55674847235544,-0.0274427311476217,-0.0578667267856876,0.00298126449044419,-0.0675333603428871,0.0126478980476436
"Factor fixed effects",4.55875176949142,-0.0263146561817595,-0.0563319290705265,0.00370261670700758,-0.0658693343756705,0.0132400220121516
"Factor fixed effects",4.5607550666274,-0.0251935993006494,-0.0548157948625613,0.00442859626126246,-0.064227672022392,0.0138404734210931
"Factor fixed effects",4.56275836376338,-0.0240800909200005,-0.053318540731181,0.00515835889118009,-0.0626084901338696,0.0144483082938686
"Factor fixed effects",4.56476166089936,-0.022974661455523,-0.0518403918447956,0.00589106893374956,-0.0610119168921135,0.0150625939810675
"Factor fixed effects",4.56676495803534,-0.0218778413229259,-0.0503815819663935,0.00662589932054162,-0.0594380918044737,0.0156824091586218
"Factor fixed effects",4.56876825517132,-0.0207901609379181,-0.0489423541327848,0.00736203225694848,-0.0578871665986979,0.0163068447228616
"Factor fixed effects",4.5707715523073,-0.0197122004747489,-0.0475230017129768,0.00809860076347899,-0.0563593435169999,0.0169349425675021
"Factor fixed effects",4.57277484944327,-0.0186447466154267,-0.0461239906891812,0.0088344974583278,-0.054854986645461,0.0175654934146076
"Factor fixed effects",4.57477814657925,-0.0175886396069273,-0.0447458306768856,0.00956855146303097,-0.053374500547837,0.0181972213339823
"Factor fixed effects",4.57678144371523,-0.0165447196963238,-0.043389031481393,0.0102995920887453,-0.0519182900379778,0.0188288506453302
"Factor fixed effects",4.57878474085121,-0.0155138257341039,-0.0420541038471566,0.0110264523789487,-0.0504867616110186,0.0194591101428107
"Factor fixed effects",4.58078803798719,-0.0144965906715512,-0.0407414871414426,0.0117483057983402,-0.0490802931266647,0.0200871117835623
"Factor fixed effects",4.58279133512317,-0.0134932259993689,-0.0394514772402476,0.0124650252415097,-0.0476992072727004,0.0207127552739626
"Factor fixed effects",4.58479463225915,-0.0125038916318668,-0.038184363757398,0.0131765804936644,-0.0463438348724539,0.0213360516087202
"Factor fixed effects",4.58679792939513,-0.0115287474833533,-0.0369404444066014,0.0138829494398949,-0.0450145174227146,0.021957022456008
"Factor fixed effects",4.58880122653111,-0.0105679534681367,-0.0357200208611539,0.0145841139248806,-0.043711601637943,0.0225756947016697
"Factor fixed effects",4.59080452366709,-0.00962166861923026,-0.0345233928550737,0.0152800556166131,-0.0424354319571681,0.0231920947187076
"Factor fixed effects",4.59280782080307,-0.0086900287915411,-0.0333507883199409,0.0159707307368587,-0.0411862655675444,0.0238062079844622
"Factor fixed effects",4.59481111793905,-0.00777314492086557,-0.0322023553862762,0.016656065544545,-0.0399642624174934,0.0244179725757622
"Factor fixed effects",4.59681441507503,-0.00687112671292937,-0.0310782302659947,0.017335976840136,-0.038769567140757,0.0250273137148982
"Factor fixed effects",4.59881771221101,-0.00598408391554132,-0.0299785392286411,0.0180103713975585,-0.0376023112563404,0.0256341434252578
"Factor fixed effects",4.60082100934699,-0.00511213085484534,-0.0289034692813519,0.0186792075716612,-0.0364627048643536,0.0262384431546629
"Factor fixed effects",4.60282430648297,-0.00425539048514284,-0.0278533193121522,0.0193425383418665,-0.0353511027523445,0.0268403217820588
"Factor fixed effects",4.60482760361894,-0.00341398671626288,-0.0268283625685882,0.0200003891360624,-0.0342678256170175,0.0274398521844918
"Factor fixed effects",4.60683090075492,-0.00258821673131494,-0.0258289413403042,0.0206525078776743,-0.0332132300797424,0.0280367966171125
"Factor fixed effects",4.6088341978909,-0.00177905836197257,-0.0248558107740047,0.0212976940500596,-0.0321880005334007,0.0286298838094555
"Factor fixed effects",4.61083749502688,-0.000987656546570492,-0.023909801321918,0.021934488228777,-0.0311928675083699,0.0292175544152289
"Factor fixed effects",4.61284079216286,-0.000215088259718838,-0.0229916546602702,0.0225614781408325,-0.0302284661463287,0.0297982896268911
"Factor fixed effects",4.61484408929884,0.00053818461801267,-0.022101607182723,0.0231779764187483,-0.0292949611968545,0.0303713304328798
"Factor fixed effects",4.61684738643482,0.00127202718520467,-0.0212396120803971,0.0237836664508065,-0.0283922481161505,0.0309363024865599
"Factor fixed effects",4.6188506835708,0.00198630756477298,-0.0204055863026028,0.0243782014321488,-0.0275201755644025,0.0314927906939484
"Factor fixed effects",4.62085398070678,0.00268089387963438,-0.0195994130458154,0.0249612008050842,-0.0266785477246536,0.0320403354839224
"Factor fixed effects",4.62285727784276,0.00335565425270537,-0.018820943414285,0.0255322519196957,-0.025867126491041,0.0325784349964517
"Factor fixed effects",4.62486057497874,0.00401045688745756,-0.0180699995983453,0.0260909133732604,-0.0250856356825448,0.0331065494574599
"Factor fixed effects",4.62686387211472,0.00464529428412632,-0.0173463812705334,0.0266369698387861,-0.024333808938638,0.0336243975068907
"Factor fixed effects",4.6288671692507,0.00526053411077246,-0.0166498499677497,0.0271709181892946,-0.0236114488485874,0.0341325170701323
"Factor fixed effects",4.63087046638668,0.00585661453946895,-0.0159800880141076,0.0276933170930455,-0.0229182760218287,0.0346315051007666
"Factor fixed effects",4.63287376352266,0.00643397374228802,-0.0153366877477541,0.0282046352323302,-0.0222538924905382,0.0351218399751142
"Factor fixed effects",4.63487706065863,0.00699304989130266,-0.0147191476559081,0.0287052474385134,-0.0216177766166553,0.0356038763992607
"Factor fixed effects",4.63688035779461,0.00753428115858587,-0.0141268710734946,0.0291954333906664,-0.0210092813770331,0.0360778436942048
"Factor fixed effects",4.63888365493059,0.00805810584207343,-0.0135591673625241,0.0296753790466709,-0.0204276359575319,0.0365438476416787
"Factor fixed effects",4.64088695206657,0.00856515845210938,-0.0130150443442517,0.0301453612484705,-0.0198717345372212,0.0370020514414399
"Factor fixed effects",4.64289024920255,0.00905666634483616,-0.0124928049202544,0.0306061376099267,-0.0193397307661941,0.0374530634558664
"Factor fixed effects",4.64489354633853,0.00953396840772541,-0.011990596377996,0.0310585331934468,-0.0188296086739824,0.0378975454894332
"Factor fixed effects",4.64689684347451,0.00999840352824821,-0.0115065344083765,0.031503341464873,-0.0183393106543596,0.038336117710856
"Factor fixed effects",4.64890014061049,0.0104513105938762,-0.0110387044280119,0.0319413256157643,-0.0178667392077496,0.038769360395502
"Factor fixed effects",4.65090343774647,0.0108940284920811,-0.0105851637375457,0.0323732207217079,-0.0174097597853003,0.0391978167694624
"Factor fixed effects",4.65290673488245,0.0113278961103339,-0.0101439444838024,0.0327997367044702,-0.0169662046922025,0.0396219969128703
"Factor fixed effects",4.65491003201843,0.0117542523361063,-0.00971305739113361,0.0332215620633462,-0.0165338780046,0.0400423826768126
"Factor fixed effects",4.65691332915441,0.0121744360568697,-0.00929049622740059,0.03363936834114,-0.0161105614545507,0.0404594335682902
"Factor fixed effects",4.65891662629039,0.0125897861600959,-0.00887424297267734,0.0340538152928691,-0.0156940212409851,0.0408735935611768
"Factor fixed effects",4.66091992342637,0.0130016415332558,-0.0084622736638981,0.0344655567304098,-0.0152820157313763,0.0412852987978879
"Factor fixed effects",4.66292322056235,0.0134113410638212,-0.00805256489614699,0.0348752470237894,-0.0148723040286889,0.0416949861563313
"Factor fixed effects",4.66492651769833,0.0138202228146308,-0.00764310180501297,0.0352835474342745,-0.0144626562279606,0.0421031018572222
"Factor fixed effects",4.66692981483431,0.0142292632070039,-0.00723225501910512,0.0356907814331129,-0.0140512354956005,0.0425097619096083
"Factor fixed effects",4.66893311197028,0.014638511740317,-0.0068193928813268,0.0360964163619608,-0.013637225205206,0.04291424868584
"Factor fixed effects",4.67093640910626,0.0150478714941809,-0.00640411971422759,0.0364998627025894,-0.0132200731659331,0.0433158161542949
"Factor fixed effects",4.67293970624224,0.0154572455482067,-0.00598612895350322,0.0369006200499166,-0.0127993446140548,0.0437138357104682
"Factor fixed effects",4.67494300337822,0.0158665369820048,-0.00556520349321982,0.0372982774572295,-0.0123747226678737,0.0441077966318833
"Factor fixed effects",4.6769463005142,0.0162756488751863,-0.00514121698852349,0.0376925147388961,-0.0119460100443424,0.0444973077947151
"Factor fixed effects",4.67894959765018,0.0166844843073622,-0.00471413616851969,0.0380831047832442,-0.0115131321068154,0.0448821007215398
"Factor fixed effects",4.68095289478616,0.017092946358143,-0.00428402420374727,0.0384699169200334,-0.011076141302472,0.0452620340187581
"Factor fixed effects",4.68295619192214,0.0175009381071398,-0.00385104516422867,0.0388529213785082,-0.0106352230368262,0.0456370992511058
"Factor fixed effects",4.68495948905812,0.0179083635146585,-0.00341546872232574,0.0392321957516426,-0.0101907021506469,0.0460074291799638
"Factor fixed effects",4.6869627861941,0.0183152729276886,-0.00297752640234691,0.0396080722577242,-0.00974289972737149,0.0463734455827488
"Factor fixed effects",4.68896608333008,0.018722025424022,-0.00253721212687121,0.0399812629749152,-0.00929192184858883,0.0467359726966328
"Factor fixed effects",4.69096938046606,0.0191290192175327,-0.00209452023317449,0.04035255866824,-0.00883788757707655,0.047095926012142
"Factor fixed effects",4.69297267760204,0.0195366525220951,-0.0016494840666589,0.0407227891108492,-0.00838096737781282,0.0474542724220031
"Factor fixed effects",4.69497597473802,0.0199453235515829,-0.001202178732957,0.0410928258361228,-0.007921386744508,0.0478120338476738
"Factor fixed effects",4.696979271874,0.0203554305198703,-0.000752725161318371,0.0414635862010589,-0.00745943155405368,0.0481702925937942
"Factor fixed effects",4.69898256900998,0.0207673716408315,-0.00030129546643938,0.0418360387481024,-0.00699545513196961,0.0485301984136326
"Factor fixed effects",4.70098586614596,0.0211815450699472,0.000151880334220745,0.0422112098056737,-0.00652988708546293,0.0488929772253574
"Factor fixed effects",4.70298916328193,0.0215979440612904,0.000605968528863181,0.0425899195937176,-0.00606382387867247,0.0492597120012532
"Factor fixed effects",4.70499246041791,0.0220151892537542,0.00105825338246666,0.0429721251250418,-0.00560040585346869,0.0496307843609771
"Factor fixed effects",4.70699575755389,0.0224316107033162,0.00150560063616142,0.043357620770471,-0.00514323252631633,0.0500064539329487
"Factor fixed effects",4.70899905468987,0.0228455384659532,0.00194485595655918,0.0437462209753472,-0.00469592986648675,0.0503870067983931
"Factor fixed effects",4.71100235182585,0.0232553025976427,0.00237285419300599,0.0441377510022793,-0.00426213809749313,0.0507727432927784
"Factor fixed effects",4.71300564896183,0.023659233154362,0.00278642784954657,0.0445320384591775,-0.00384550053332399,0.0511639668420481
"Factor fixed effects",4.71500894609781,0.0240556601920882,0.0031824147280537,0.0449289056561227,-0.00344965350685759,0.051560973891034
"Factor fixed effects",4.71701224323379,0.0244429137667986,0.00355766467433126,0.045328162859266,-0.0030782174803162,0.0519640450139134
"Factor fixed effects",4.71901554036977,0.0248193467344009,0.00390904846821339,0.0457296450005885,-0.00273479257474526,0.0523734860435471
"Factor fixed effects",4.72101883750575,0.0251835473679815,0.00423349643052446,0.0461335983054385,-0.00242297525144208,0.052790069987405
"Factor fixed effects",4.72302213464173,0.0255342428420922,0.00452800918273341,0.0465404765014511,-0.00214631346763753,0.053214799151822
"Factor fixed effects",4.72502543177771,0.0258701621272621,0.00478966218440804,0.0469506620701161,-0.00190825713474841,0.0536485813892725
"Factor fixed effects",4.72702872891369,0.0261900341940196,0.0050156256562356,0.0473644427318036,-0.00171213129456723,0.0540921996826065
"Factor fixed effects",4.72903202604967,0.0264925880128932,0.00520318314733474,0.0477819928784516,-0.0015611116525476,0.054546287678334
"Factor fixed effects",4.73103532318565,0.0267765525544115,0.0053497479527391,0.0482033571560839,-0.00145820294398437,0.0550113080528074
"Factor fixed effects",4.73303862032162,0.0270406567891032,0.00545287684105121,0.0486284367371551,-0.00140622084466427,0.0554875344228706
"Factor fixed effects",4.7350419174576,0.0272836296874968,0.00551028061955832,0.0490569787554353,-0.00140777804888983,0.0559750374238834
"Factor fixed effects",4.73704521459358,0.0275042002201208,0.00551983116990059,0.049488569270341,-0.00146527499836419,0.0564736754386058
"Factor fixed effects",4.73904851172956,0.0277010973575038,0.00547956472411543,0.0499226299908922,-0.00158089556524746,0.0569830902802551
"Factor fixed effects",4.74105180886554,0.0278730500701745,0.0053876813072818,0.0503584188330673,-0.00175660778660134,0.0575027079269504
"Factor fixed effects",4.74305510600152,0.0280187873286613,0.00524254043549682,0.0507950342218259,-0.00199416953329674,0.0580317441906194
"Factor fixed effects",4.7450584031375,0.0281370381034929,0.00504265331246165,0.0512314228945242,-0.00229513879281131,0.0585692149997972
"Factor fixed effects",4.74706170027348,0.0282265313651978,0.00478667190181677,0.0516663908285789,-0.00266088806894722,0.0591139507993429
"Factor fixed effects",4.74906499740946,0.0282859960843047,0.00447337535575144,0.0520986168128579,-0.00309262226526744,0.0596646144338768
"Factor fixed effects",4.75106829454544,0.028314161231342,0.00410165434748037,0.0525266681152036,-0.00359139933067016,0.0602197217933541
"Factor fixed effects",4.75307159168142,0.0283097557768383,0.00367049388435538,0.0529490176693212,-0.0041581529070771,0.0607776644607537
"Factor fixed effects",4.7550748888174,0.0282715086913223,0.00317895517204217,0.0533640622106023,-0.00479371622756217,0.0613367336102067
"Factor fixed effects",4.75707818595338,0.0281981489453224,0.0026261570637674,0.0537701408268774,-0.00549884656124578,0.0618951444518906
"Factor fixed effects",4.75908148308936,0.0280884055093673,0.00201125756951516,0.0541655534492195,-0.00627424957919194,0.0624510605979266
"Factor fixed effects",4.76108478022534,0.0279410073539856,0.00133343582634684,0.0545485788816243,-0.00712060311266897,0.0630026178206401
"Factor fixed effects",4.76308807736132,0.0277547406294277,0.000591926433708496,0.0549175548251469,-0.00803853007621113,0.0635480113350666
"Factor fixed effects",4.7650913744973,0.0275297273427349,-0.00021283443826663,0.0552722891237364,-0.009027494480466,0.0640869491659358
"Factor fixed effects",4.76709467163327,0.0272674369730651,-0.00107917132883704,0.0556140452749672,-0.0100857554180456,0.0646206293641757
"Factor fixed effects",4.76909796876925,0.026969398502418,-0.00200531525997686,0.0559441122648128,-0.0112114676568492,0.0651502646616851
"Factor fixed effects",4.77110126590523,0.0266371409127937,-0.00298945550595192,0.0562637373315393,-0.0124027309525447,0.0656770127781321
"Factor fixed effects",4.77310456304121,0.026272193186192,-0.00402973923664444,0.0565741256090285,-0.0136575895785662,0.0662019759509502
"Factor fixed effects",4.77510786017719,0.0258760843046125,-0.00512427223296257,0.0568764408421876,-0.0149740332688316,0.0667262018780566
"Factor fixed effects",4.77711115731317,0.0254503432500554,-0.00627112049419496,0.0571718069943058,-0.0163499993358023,0.0672506858359131
"Factor fixed effects",4.77911445444915,0.0249964990045204,-0.00746831256745508,0.057461310576496,-0.0177833757400636,0.0677763737491044
"Factor fixed effects",4.78111775158513,0.0245160805500074,-0.00871384244300365,0.0577460035430184,-0.0192720049055793,0.0683041660055941
"Factor fixed effects",4.78312104872111,0.0240106168685158,-0.0100056728751324,0.0580269066121641,-0.0208136880957221,0.0688349218327538
"Factor fixed effects",4.78512434585709,0.0234816369420462,-0.0113417390053491,0.0583050128894414,-0.0224061901876548,0.0693694640717471
"Factor fixed effects",4.78712764299307,0.022930669752598,-0.0127199521820124,0.0585812916872083,-0.0240472447055806,0.0699085842107765
"Factor fixed effects",4.78913094012905,0.0223592442821708,-0.0141382038875615,0.058856692451903,-0.0257345589957727,0.0704530475601142
"Factor fixed effects",4.79113423726503,0.0217687833502243,-0.0155945315958818,0.0591320982963305,-0.0274659990508121,0.0710035657512608
"Factor fixed effects",4.79313753440101,0.0211600868411695,-0.0170879122244573,0.0594080859067962,-0.0292404708713209,0.0715606445536599
"Factor fixed effects",4.79514083153699,0.0205337281446227,-0.018617661196258,0.0596851174855034,-0.0310572545526287,0.0721247108418741
"Factor fixed effects",4.79714412867297,0.0198902803272536,-0.0201830842979473,0.0599636449524545,-0.032915617389399,0.0726961780439061
"Factor fixed effects",4.79914742580895,0.0192303164557327,-0.0217834734882414,0.0602441063997067,-0.0348148084547866,0.073275441366252
"Factor fixed effects",4.80115072294492,0.0185544095967296,-0.0234181039414675,0.0605269231349267,-0.036754054704644,0.0738628738981032
"Factor fixed effects",4.8031540200809,0.0178631328169139,-0.0250862317479519,0.0608124973817796,-0.0387325579472517,0.0744588235810795
"Factor fixed effects",4.80515731721688,0.0171570591829561,-0.0267870921908767,0.061101210556789,-0.0407494925726811,0.0750636109385933
"Factor fixed effects",4.80716061435286,0.0164367617615259,-0.0285198985255757,0.0613934220486276,-0.0428040039442333,0.0756775274672852
"Factor fixed effects",4.80916391148884,0.0157028136192932,-0.0302838411934852,0.0616894684320715,-0.04489520736264,0.0763008346012263
"Factor fixed effects",4.81116720862482,0.0149557878229275,-0.0320780874091197,0.0619896630549746,-0.0470221875218076,0.0769337631676626
"Factor fixed effects",4.8131705057608,0.0141962574390994,-0.0339017810643291,0.0622942959425278,-0.0491839983826546,0.0775765132608533
"Factor fixed effects",4.81517380289678,0.0134247955344785,-0.0357540428997619,0.0626036339687189,-0.0513796633990534,0.0782292544680103
"Factor fixed effects",4.81717710003276,0.0126419751757343,-0.0376339708987838,0.0629179212502525,-0.0536081760369089,0.0788921263883775
"Factor fixed effects",4.81918039716874,0.0118483694295375,-0.0395406408641424,0.0632373797232175,-0.0558685005340477,0.0795652393931228
"Factor fixed effects",4.82118369430472,0.0110445513625577,-0.0414731071423605,0.0635622098674759,-0.0581595728547733,0.0802486755798887
"Factor fixed effects",4.8231869914407,0.0102310940414643,-0.0434304034651534,0.063892591548082,-0.0604803017986262,0.0809424898815548
"Factor fixed effects",4.82519028857668,0.00940857053292811,-0.0454115438811756,0.0642286849470318,-0.0628295702281769,0.0816467112940332
"Factor fixed effects",4.82719358571266,0.00857755390361854,-0.0474155237550509,0.064570631562288,-0.065206236385477,0.082361344192714
"Factor fixed effects",4.82919688284864,0.00773861722020555,-0.0494413208139168,0.0649185552543279,-0.067609135271123,0.0830863697115341
"Factor fixed effects",4.83120017998462,0.00689233354935869,-0.0514878962247299,0.0652725633234473,-0.0700370800638548,0.0838217471625722
"Factor fixed effects",4.8332034771206,0.00603927595774861,-0.053554195688223,0.0656327476037202,-0.0724888635620967,0.0845674154775939
"Factor fixed effects",4.83520677425657,0.00518001751204485,-0.0556391505378095,0.0659991855618992,-0.0749632596320168,0.0853232946561065
"Factor fixed effects",4.83721007139255,0.00431513127891694,-0.0577416788338042,0.0663719413916381,-0.0774590246494151,0.086089287207249
"Factor fixed effects",4.83921336852853,0.00344519032503556,-0.0598606864452032,0.0667510670952743,-0.0799748989252187,0.0868652795752898
"Factor fixed effects",4.84121666566451,0.00257076771707024,-0.061995068112885,0.0671366035470255,-0.0825096081064936,0.087651143540634
"Factor fixed effects",4.84321996280049,0.00169243652169089,-0.0641437084894723,0.067528581532854,-0.0850618645467026,0.0884467375900844
"Factor fixed effects",4.84522325993647,0.000810769805567031,-0.0663054831523341,0.0679270227634682,-0.0876303686405696,0.0892519082517037
"Factor fixed effects",4.84722655707245,-7.36593646306393e-05,-0.0684792595872231,0.0683319408579618,-0.0902138101202482,0.0900664913909869
